poi_id,名称,类型,类型名,地址,经度_gcj02,纬度_gcj02,经度_wgs84,纬度_wgs84
B001D0VCS3,西安市公交一公司2号家属院,120302,商务住宅;住宅区;住宅小区,大庆路645号,108.877058,34.269310,108.870558,34.263310
B001D0W45N,西安市公交一公司3号家属院,120303|120302,商务住宅;住宅区;宿舍|商务住宅;住宅区;住宅小区,枣园东路20-1号(汉城路地铁站C东南口步行360米),108.876812,34.270751,108.870312,34.264751
B001D14Q8X,西安市公交一公司4号家属院,120302,商务住宅;住宅区;住宅小区,枣园东路20-1号(汉城路地铁站C东南口步行200米),108.875441,34.271490,108.868941,34.265490
B0FFGFQ75E,西安市公交一公司5号家属院,120302,商务住宅;住宅区;住宅小区,大庆路与汉城北路交叉口东280米,108.875001,34.269387,108.868501,34.263387
B001D0VCS4,西安市公交一公司6号家属院,120302,商务住宅;住宅区;住宅小区,大庆路665号,108.876450,34.269627,108.869950,34.263627
B0FFGXSQSZ,西安市公安局交警支队-指挥中心大楼,120000,商务住宅;商务住宅相关;商务住宅相关,太白南路226号,108.916377,34.225008,108.909877,34.219008
B001D089K2,西安市公安局交警支队家属院,120302,商务住宅;住宅区;住宅小区,铁塔寺路6号,108.920711,34.263266,108.914211,34.257266
B001D0898M,西安市公安局公交分局家属院,120302,商务住宅;住宅区;住宅小区,劳动路156号,108.909300,34.264348,108.902800,34.258348
B0FFFDQR5L,西安市公安局莲湖分局家属院,120302,商务住宅;住宅区;住宅小区,潘家村226号,108.914703,34.266263,108.908203,34.260263
B0L1YXEYDP,西安市公安局莲湖分局家属院北楼,120302,商务住宅;住宅区;住宅小区,西仪一0三街与西仪坊交叉口东200米,108.914725,34.266275,108.908225,34.260275
B001D0VVG7,西安市公安局莲湖分局机场家属院,120302,商务住宅;住宅区;住宅小区,桃园南路11号(丰庆公园地铁站D口步行460米),108.901553,34.245519,108.895053,34.239519
B0FFJDF6ME,西安市医药经销公司住宅楼,120000,商务住宅;商务住宅相关;商务住宅相关,五一巷与王家巷交叉口东140米,108.921000,34.261609,108.914500,34.255609
B0FFH1ISRY,西安市和平工业园南区9号,120100,商务住宅;产业园区;产业园区,二号路与富源三路交叉口东260米,108.828358,34.247772,108.821858,34.241772
B001D14TW6,西安市天然气总公司住宅小区,120302,商务住宅;住宅区;住宅小区,丈八北路540号,108.869718,34.248780,108.863218,34.242780
B001D14Q3B,西安市房地局住宿区,120302,商务住宅;住宅区;住宅小区,铁塔寺路13号,108.921520,34.263896,108.915020,34.257896
B0FFGJU3F0,西安市日用化学工业公司住宅楼,120303,商务住宅;住宅区;宿舍,丈八北路18号,108.864886,34.230834,108.858386,34.224834
B0FFL5JU8M,西安市残疾人创业孵化基地,120100,商务住宅;产业园区;产业园区,金曹路华府西城港湾18号楼,108.866940,34.271906,108.860440,34.265906
B001D07KJP,西安市第一医院家属院,120303,商务住宅;住宅区;宿舍,南大街德福巷29号(老船长酒吧隔壁),108.944458,34.254413,108.937958,34.248413
B001D09L88,西安市第一建筑工程公司家属院,120302,商务住宅;住宅区;住宅小区,惠民坊1号(金光门地铁站D口步行410米),108.887573,34.255683,108.881073,34.249683
B001D0VZ0Q,西安市第二建筑工程公司设备安装工程处住宅小区,120302,商务住宅;住宅区;住宅小区,丰镐西路252号附1号,108.877236,34.258374,108.870736,34.252374
B001D08CQF,西安市第五医院家属院,120302,商务住宅;住宅区;住宅小区,西关正街117号,108.919173,34.259879,108.912673,34.253879
B001D0VXUI,西安市自来水总公司第三水厂小区,120302,商务住宅;住宅区;住宅小区,宜阳路与阿房二路交叉口西160米,108.842112,34.272918,108.835612,34.266918
B0FFF655L4,西安市远东第一中学实验综合楼,120201,商务住宅;楼宇;商务写字楼,汉城东路27号西安市远东第一中学,108.877633,34.262474,108.871133,34.256474
B001D0WB9U,西安市锦业新居,120302,商务住宅;住宅区;住宅小区,丈八沟街道锦业一路西口,108.837995,34.189715,108.831495,34.183715
B0LU956JU6,西安市长安区科技创新中心,120100,商务住宅;产业园区;产业园区,西沣中路与建业二路交叉口西北160米,108.859075,34.156275,108.852575,34.150275
B0L0H7RGPV,西安市高新区丈八六路艾默生研发中心B楼,120000,商务住宅;商务住宅相关;商务住宅相关,丈八六路辅路与南三环路西段交叉口西南60米,108.855675,34.185775,108.849175,34.179775
B0LR01NJMO,西安市高新区丈八街办i都会11号楼,120201,商务住宅;楼宇;商务写字楼,雁塔高新区唐延南路11号逸翠园i都会,108.884902,34.184558,108.878402,34.178558
B0LRCDFEBK,西安市高新区信息产业园三期项目,120100,商务住宅;产业园区;产业园区,星桥路与恒业大道交叉口西南160米,108.838225,34.151975,108.831725,34.145975
B001D08VYG,西安市高新区新型工业园,120100,商务住宅;产业园区;产业园区,硕士路1号,108.859759,34.173299,108.853259,34.167299
B0LDMRCIDZ,西安市高新区锦业一路68号甲,120000,商务住宅;商务住宅相关;商务住宅相关,锦业一路与里花北路交叉口东120米,108.861175,34.190825,108.854675,34.184825
B0LR0OOSD4,西安市高新区锦业路12号迈科商业中心A座,120201,商务住宅;楼宇;商务写字楼,西安迈科中心(丈八一路地铁站A口步行450米),108.880575,34.193025,108.874075,34.187025
B0L2RHLYV5,西安市高新技术产业开发区新型工业园创汇路25号办公楼,120201|120100,商务住宅;楼宇;商务写字楼|商务住宅;产业园区;产业园区,创汇路与造字台路交叉口东100米,108.853025,34.163425,108.846525,34.157425
B0L2R5M8TD,西安市高新技术产业开发区普新二路9号4幢,120100,商务住宅;产业园区;产业园区,普洛斯西安高新物流园,108.827225,34.185625,108.820725,34.179625
B0K2VSC9EW,西安延腾置业有限公司自建共有产权住房项目,120302|170200,商务住宅;住宅区;住宅小区|公司企业;公司;公司,昆明路532号(西窑头地铁站C口步行340米),108.857031,34.252129,108.850531,34.246129
B001D09MD8,西安建总高新住宅,120302,商务住宅;住宅区;住宅小区,科技一路附4号(甘家寨地铁站D口步行380米),108.902719,34.224592,108.896219,34.218592
B0LKAH8YWP,西安微电子技术研究所(长安园区),120100,商务住宅;产业园区;产业园区,信息大道26号,108.849913,34.164836,108.843413,34.158836
B0FFGLD3H7,西安恒大翡翠华庭,120302,商务住宅;住宅区;住宅小区,大庆路与枣园南路交叉口东南角,108.860100,34.268065,108.853600,34.262065
B0FFFFY2N7,西安捷普大厦,120201,商务住宅;楼宇;商务写字楼,西安高新区科技二路72号,108.877990,34.225032,108.871490,34.219032
B0LABL4UQ6,西安文理学院-西铭六号,120000,商务住宅;商务住宅相关;商务住宅相关,白沙路与科技二路交叉口南80米,108.906108,34.219673,108.899608,34.213673
B0FFHLXY1T,西安文理学院太白校区家属院,120302,商务住宅;住宅区;住宅小区,太白南路212号,108.912667,34.221215,108.906167,34.215215
B0L2HUATG7,西安文理学院高新校区东铭一号公寓楼,120303,商务住宅;住宅区;宿舍,科技六路1号,108.908333,34.217587,108.901833,34.211587
B0L2HUA9WG,西安文理学院高新校区东铭二号公寓楼,120303,商务住宅;住宅区;宿舍,科技六路1号,108.909225,34.217164,108.902725,34.211164
B0L2UAE2DN,西安文理学院高新校区东铭五号公寓楼,120303,商务住宅;住宅区;宿舍,科技六路1号,108.908919,34.218458,108.902419,34.212458
B001D14XU9,西安新华橡胶二分厂家属院,120303,商务住宅;住宅区;宿舍,枣园北路10号(枣园地铁站D东北口步行310米),108.863356,34.280454,108.856856,34.274454
B0G1GAPDD1,西安新城首府,120302,商务住宅;住宅区;住宅小区,西部大道与沈家桥三路交叉口西南160米,108.885636,34.170080,108.879136,34.164080
B0KKNUVT33,西安晟德中心(装修中),120000,商务住宅;商务住宅相关;商务住宅相关,科技六路与鱼化一路十字东北角,108.870117,34.212208,108.863617,34.206208
B0IGP9MGE0,西安晶体管家属院,120302,商务住宅;住宅区;住宅小区,南小巷与草阳巷交叉口东南60米,108.916646,34.253250,108.910146,34.247250
B0FFJ098F6,西安有色金属回收园区,120000,商务住宅;商务住宅相关;商务住宅相关,红光路37号附近,108.833247,34.259157,108.826747,34.253157
B001D0WPAQ,西安机床厂经济适用房,120302,商务住宅;住宅区;住宅小区,创新路35号,108.885303,34.256257,108.878803,34.250257
B0LAD5916M,西安比亚迪研发公寓,120000,商务住宅;商务住宅相关;商务住宅相关,锦业二路37号(造字台地铁站B口步行360米),108.844412,34.180314,108.837912,34.174314
B0IRHCVIGN,西安比亚迪研发大楼,120201,商务住宅;楼宇;商务写字楼,锦业二路95号(造字台地铁站B口步行180米),108.845193,34.178794,108.838693,34.172794
B0L2SL6Y9S,西安油漆厂1号院小区,120302,商务住宅;住宅区;住宅小区,创新路与大桥西巷交叉口北160米,108.884183,34.257782,108.877683,34.251782
B001D0W26H,西安油漆厂团结路家属院,120302,商务住宅;住宅区;住宅小区,团结二路5号,108.884362,34.261467,108.877862,34.255467
B0LAV17PHW,西安法士特汽车传动有限公司生活配套区,120303|120302,商务住宅;住宅区;宿舍|商务住宅;住宅区;住宅小区,锦业二路辅路与西太路交叉口东160米,108.848383,34.182053,108.841883,34.176053
B0I37CTTK1,西安洋天科技产业园(建设中),120100,商务住宅;产业园区;产业园区,学府大街118号,108.866840,34.144997,108.860340,34.138997
B0FFHF74LJ,西安海关科技大楼,120201,商务住宅;楼宇;商务写字楼,唐延路与科技二路交叉口东南120米,108.890561,34.224590,108.884061,34.218590
B001D07CR5,西安焦化厂丈八北路小区,120302,商务住宅;住宅区;住宅小区,丈八北路1号(汉城南路地铁站C口步行120米),108.872690,34.251081,108.866190,34.245081
B001D0WQ2E,西安焦化嘉苑小区,120302,商务住宅;住宅区;住宅小区,丈八北路831号(汉城南路地铁站C口步行310米),108.872933,34.249457,108.866433,34.243457
B0FFGPYS04,西安物资集团有限责任公司四民巷职工住宅楼,120302,商务住宅;住宅区;住宅小区,四民巷与中贸街交叉口北80米,108.944660,34.244194,108.938160,34.238194
B0FFJTYCUN,西安特种飞行器产业园(建设中),120100,商务住宅;产业园区;产业园区,新一代人工智能产业园南门对面,108.834646,34.162175,108.828146,34.156175
B0FFLGSJW5,西安环普创新城,120302,商务住宅;住宅区;住宅小区,文创路与沣东南路交叉口西南260米,108.819295,34.250359,108.812795,34.244359
B0LAZHW6CW,西安环普创新城C1幢,120100,商务住宅;产业园区;产业园区,三桥街道西安环普创新城产业园一期,108.821008,34.250798,108.814508,34.244798
B0L3H79VFA,西安环普创新城C2幢,120201,商务住宅;楼宇;商务写字楼,文创路与沣东南路交叉口南180米,108.820915,34.250547,108.814415,34.244547
B0L1CY59Y0,西安环普创新城E2幢,120100,商务住宅;产业园区;产业园区,文创路与和平工业园六号路交叉口西北140米,108.820283,34.249139,108.813783,34.243139
B0LK1ZDQMY,西安环普创新城E3幢,120201,商务住宅;楼宇;商务写字楼,文创路与和平工业园六号路交叉口西200米,108.819375,34.249125,108.812875,34.243125
B0KAXCBF2Y,西安环普创新城产业园一期(建设中),120100,商务住宅;产业园区;产业园区,沣东南路与文创路交叉口南240米,108.821053,34.250372,108.814553,34.244372
B001D11WZ2,西安环普国际科技园,120100,商务住宅;产业园区;产业园区,天谷八路211号,108.840856,34.209590,108.834356,34.203590
B0LR37EORF,西安环普国际科技园GALAXY2座,120100,商务住宅;产业园区;产业园区,环普科技产业园2期,108.838891,34.210893,108.832391,34.204893
B0L2O1X3M7,西安环普国际科技园GALAXY3座,120100,商务住宅;产业园区;产业园区,科技六路与天谷七路交叉口西南100米,108.840031,34.210949,108.833531,34.204949
B0FFI01X2C,西安环普科技产业园1期,120100,商务住宅;产业园区;产业园区,天谷八路211号,108.841042,34.209086,108.834542,34.203086
B0FFJOAOEG,西安环普科技产业园3期,120100,商务住宅;产业园区;产业园区,天谷八路与西三环路南段交叉口西240米,108.842147,34.208193,108.835647,34.202193
B0LKSMHAFT,西安环普科技产业园D2座,120201,商务住宅;楼宇;商务写字楼,天谷八路211号西安环普科技产业园1期,108.839914,34.208278,108.833414,34.202278
B0FFL3FF9F,西安环普科技产业园G3座,120201,商务住宅;楼宇;商务写字楼,环普科技产业园2期,108.839911,34.210910,108.833411,34.204910
B0L0LXBOGA,西安环普科技产业园G4座,120201,商务住宅;楼宇;商务写字楼,环普科技产业园2期,108.839988,34.211014,108.833488,34.205014
B0KKFZBMKD,西安环贸中心,120203,商务住宅;楼宇;商住两用楼宇,锦业路50号(丈八四路地铁站C口步行200米),108.870856,34.192990,108.864356,34.186990
B0KUJSCYYI,西安理工大学科技园,120100,商务住宅;产业园区;产业园区,丈八西路35号,108.858386,34.200986,108.851886,34.194986
B001D1468F,西安理工大科技产业研发基地,120100,商务住宅;产业园区;产业园区,瞪羚路与瞪羚二路交叉口西南120米,108.858395,34.201016,108.851895,34.195016
B0K1OM2TMQ,西安电子科技大学南校区海棠,120303,商务住宅;住宅区;宿舍,海棠路与梧桐大道交叉口东80米,108.832336,34.129702,108.825836,34.123702
B0FFH1IT7O,西安石油大学雁塔校区家属院,120303,商务住宅;住宅区;宿舍,含光路南段与健康西路交叉口西南140米,108.931112,34.213528,108.924612,34.207528
B0FFI0BT2E,西安研祥城市广场商务行政公馆(研祥城市广场C座店),120201,商务住宅;楼宇;商务写字楼,西安市高新区锦业一路56号研祥城市广场,108.871919,34.190884,108.865419,34.184884
B0L22L0RH9,西安科创基金园12号楼,120100,商务住宅;产业园区;产业园区,西太路900号秦创原·西安科创基金园,108.826925,34.130625,108.820425,34.124625
B0L09UDG8X,西安秦康达公司健康产业有限公司五楼,120000,商务住宅;商务住宅相关;商务住宅相关,丈八北路20号,108.873225,34.231775,108.866725,34.225775
B0LRBCO2BF,西安绿洲下沉式花园街区,120302,商务住宅;住宅区;住宅小区,西太路900号秦创园西安科创基金园负一层,108.829045,34.131917,108.822545,34.125917
B0FFHM2JF9,西安美术学院大学生创新创业示范基地,120201,商务住宅;楼宇;商务写字楼,锦业路与丈八六路交叉口东南80米,108.857332,34.193464,108.850832,34.187464
B0I16HVG7T,西安翌飞产业园,120100,商务住宅;产业园区;产业园区,经三十路与振业路交叉口西南140米,108.821681,34.154225,108.815181,34.148225
B0FFIQSU9W,西安职业技术学院家属院,120302,商务住宅;住宅区;住宅小区,鱼斗路251号附1号,108.841361,34.228326,108.834861,34.222326
B0KUXU16LP,西安航空学院家属院,120302,商务住宅;住宅区;住宅小区,沣惠路与丰镐东路交叉口东北240米,108.891787,34.261485,108.885287,34.255485
B0LDOU1R4D,西安艾索信息产业园1期,120100,商务住宅;产业园区;产业园区,绕城高速北辅道与丈八七路交叉口南360米,108.842182,34.184142,108.835682,34.178142
B0JASS41FX,西安苏试广博芯片科技园区,120300,商务住宅;住宅区;住宅区,定昆池三路621号芯片科技园南门,108.822304,34.176654,108.815804,34.170654
B0LA5ZQDLG,西安莲湖西城睦邻荟店,120000,商务住宅;商务住宅相关;商务住宅相关,大庆路909号,108.862535,34.269218,108.856035,34.263218
B0LGCAM8R9,西安西咸吾悦住宅,120302,商务住宅;住宅区;住宅小区,文创南路与文创路交叉口东南80米,108.822171,34.254347,108.815671,34.248347
B0LG31HE4S,西安西咸吾悦广场A座,120201,商务住宅;楼宇;商务写字楼,天台路与文创南路交叉口西南100米,108.824619,34.254317,108.818119,34.248317
B0LG0R4E4V,西安西咸吾悦广场B座,120201,商务住宅;楼宇;商务写字楼,文创路与沣东南路辅路交叉口东北120米,108.822088,34.253494,108.815588,34.247494
B0FFM95A13,西安赛格广场,120201,商务住宅;楼宇;商务写字楼,科技二路与高新六路交叉口西南140米,108.876328,34.224638,108.869828,34.218638
B0FFFGUZRQ,西安软件园,120100,商务住宅;产业园区;产业园区,锦业一路软件园地铁丈八四路和丈八一路之间,108.877502,34.191405,108.871002,34.185405
B0FFHE4IGP,西安软件园,120100,商务住宅;产业园区;产业园区,科技二路68号西安软件园内,108.881347,34.224129,108.874847,34.218129
B0LAKXLRGT,西安软件园-东区,120100,商务住宅;产业园区;产业园区,科技二路与团结南路交叉口东120米,108.883122,34.225418,108.876622,34.219418
B0FFGXF5Y6,西安软件园A座,120201,商务住宅;楼宇;商务写字楼,锦业一路17号附近,108.875963,34.192013,108.869463,34.186013
B0FFGVFL8Y,西安软件园B座,120201,商务住宅;楼宇;商务写字楼,锦业一路软件园地铁丈八四路和丈八一路之间西安软件园,108.876651,34.192003,108.870151,34.186003
B0FFGVUFDP,西安软件园C座(锦业一路),120201,商务住宅;楼宇;商务写字楼,锦业一路与锦业三街交叉口西140米,108.877223,34.191980,108.870723,34.185980
B0FFGXF5XW,西安软件园D座,120201,商务住宅;楼宇;商务写字楼,锦业一路软件园地铁丈八四路和丈八一路之间西安软件园,108.877902,34.191932,108.871402,34.185932
B0FFGKPPG2,西安软件园E座(锦业一路),120201,商务住宅;楼宇;商务写字楼,西安软件园,108.878496,34.191877,108.871996,34.185877
B0FFF023GR,西安软件园唐乐阁E座,120201,商务住宅;楼宇;商务写字楼,科技二路68号西安软件园内,108.880596,34.222975,108.874096,34.216975
B0FFF02XLA,西安软件园唐乐阁F座,120201,商务住宅;楼宇;商务写字楼,科技二路68号西安软件园内,108.881227,34.223085,108.874727,34.217085
B0G2Y4Q2KL,西安软件园汉韵阁,120100,商务住宅;产业园区;产业园区,科技三路与团结南路辅路交叉口东北100米,108.882762,34.223228,108.876262,34.217228
B001D0WF24,西安软件园研发大厦H座,120201,商务住宅;楼宇;商务写字楼,南三环与锦业三街交叉口西160米,108.877167,34.190563,108.870667,34.184563
B001D0VT8D,西安软件园秦风阁,120100,商务住宅;产业园区;产业园区,科技二路68号西安软件园内,108.882888,34.224526,108.876388,34.218526
B0FFG3EMCZ,西安软件园秦风阁A座,120201,商务住宅;楼宇;商务写字楼,科技二路68号西安软件园内西安软件园秦风阁,108.882712,34.224959,108.876212,34.218959
B001D0WDVJ,西安软件园综合服务楼J座,120201,商务住宅;楼宇;商务写字楼,西安高新区锦业一路34号,108.877283,34.191095,108.870783,34.185095
B0FFH2H35U,西安软件园西区,120100,商务住宅;产业园区;产业园区,科技二路零壹广场西安软件园太白阁附近,108.879466,34.224067,108.872966,34.218067
B0FFLC7I3B,西安软件新城,120100|120200,商务住宅;产业园区;产业园区|商务住宅;楼宇;楼宇相关,天谷九路与云水一路交叉口西北200米,108.834965,34.205221,108.828465,34.199221
B0FFIKFRE9,西安软件新城2期,120100,商务住宅;产业园区;产业园区,云水一路3639号,108.835406,34.207484,108.828906,34.201484
B0FFF3Z2CV,西安软件新城国家电子商务示范基地,120100,商务住宅;产业园区;产业园区,雁塔区高新区天谷八路528号,108.839461,34.207934,108.832961,34.201934
B0L3ASU253,西安软件新城软件研发基地2期C122楼,120201|120100,商务住宅;楼宇;商务写字楼|商务住宅;产业园区;产业园区,云水一路与天谷八路交叉口西南120米,108.835975,34.206944,108.829475,34.200944
B0L35NCCQ2,西安软件新城软件研发基地2期C15楼,120201,商务住宅;楼宇;商务写字楼,云水一路与天谷八路交叉口西南120米,108.836025,34.206925,108.829525,34.200925
B0L1S9RAVW,西安软件新城软件研发基地二期B3栋2期,120100,商务住宅;产业园区;产业园区,云水二路与沣惠绿道交叉口东南60米,108.832775,34.206075,108.826275,34.200075
B0G1XHH7V5,西安过家家公寓(西安阳光天地店),120300,商务住宅;住宅区;住宅区,创业大道9号林隐天下小区24幢12213室,108.864572,34.171092,108.858072,34.165092
B0FFFO5YB5,西安迈瑞科技大厦,120201,商务住宅;楼宇;商务写字楼,丈八四路18号(丈八四路地铁站A口步行370米),108.868294,34.196536,108.861794,34.190536
B0LR0OO796,西安迈瑞科技大厦A座,120201,商务住宅;楼宇;商务写字楼,丈八四路18号西安迈瑞科技大厦,108.868925,34.196875,108.862425,34.190875
B0LR0ONRZQ,西安迈瑞科技大厦B座,120201,商务住宅;楼宇;商务写字楼,丈八四路18号西安迈瑞科技大厦,108.868275,34.196575,108.861775,34.190575
B0LR0OOZKA,西安迈瑞科技大厦B栋,120201,商务住宅;楼宇;商务写字楼,丈八四路18号西安迈瑞科技大厦,108.868275,34.196525,108.861775,34.190525
B0FFFGUIAE,西安迈科中心,120201,商务住宅;楼宇;商务写字楼,丈八二路与锦业一路交叉口东北140米,108.880680,34.192592,108.874180,34.186592
B0FFFCSK49,西安邮电大学学生公寓NO5号,120303,商务住宅;住宅区;宿舍,西长安街618号西安邮电大学长安校区,108.898469,34.149954,108.891969,34.143954
B0FFLQE8E2,西安邮电大学长安校区东区安悦公寓,120303,商务住宅;住宅区;宿舍,兰台路与孜学巷交叉口西南140米,108.906802,34.154153,108.900302,34.148153
B0FFHQEJU1,西安邮电大学长安校区东区安美公寓,120303,商务住宅;住宅区;宿舍,西安邮电大学长安校区东区,108.906864,34.154733,108.900364,34.148733
B0FFK9OXH1,西安邮电大学长安校区东区教师公寓,120303,商务住宅;住宅区;宿舍,子午大道777号,108.905216,34.151985,108.898716,34.145985
B0FFIGSCZY,西安邮电大学长安校区西区长思公寓,120303,商务住宅;住宅区;宿舍,学府大街与子午大道交叉口西北180米,108.901956,34.149838,108.895456,34.143838
B0FFIPH422,西安邮电大学长安校区西区长智公寓,120303,商务住宅;住宅区;宿舍,笃学路与尚善路交叉口南80米,108.898888,34.150060,108.892388,34.144060
B001D09RD2,西安郭杜教育科技产业开发区,120100,商务住宅;产业园区;产业园区,西沣中路与建业二路交叉口西北160米,108.858537,34.155858,108.852037,34.149858
B0FFJL0QUE,西安金茂府示范区,120000,商务住宅;商务住宅相关;商务住宅相关,汇文街与学府大街交叉口西北200米,108.873522,34.150250,108.867022,34.144250
B0FFH89LRW,西安铁路工程职工大学男生公寓,120303,商务住宅;住宅区;宿舍,电子城街道太白南路189号西安铁路工程职工大学,108.915098,34.220841,108.908598,34.214841
B0FFF64Z4Y,西安锅炉总厂02家属院,120303,商务住宅;住宅区;宿舍,丰镐西路与益民坊交叉口东140米,108.876607,34.259008,108.870107,34.253008
B0M647JHGF,西安锦业国际车城,120300,商务住宅;住宅区;住宅区,丈八六路辅路与南三环路西段交叉口东南200米,108.857013,34.184575,108.850513,34.178575
B001D0VG8S,西安锦都,120302,商务住宅;住宅区;住宅小区,南二环西段群贤路6号,108.891708,34.241555,108.885208,34.235555
B0L3JLFNLB,西安锦都11号楼B座,120201,商务住宅;楼宇;商务写字楼,群贤路与唐延路辅路交叉口东200米,108.891709,34.241474,108.885209,34.235474
B0LR0OPYZN,西安长安区秦创长安产业园2号楼,120100,商务住宅;产业园区;产业园区,学府大街与顺兴路交叉口东北180米,108.867075,34.149625,108.860575,34.143625
B0LK45WBQT,西安长安府写字楼,120201,商务住宅;楼宇;商务写字楼,学府大街441号,108.873170,34.149559,108.866670,34.143559
B0KBTZ2DIX,西安长岛精工机械有限公司,120100,商务住宅;产业园区;产业园区,高新区锦业一路70号,108.860323,34.191031,108.853823,34.185031
B0FFL6GX2N,西安阳光城,120000,商务住宅;商务住宅相关;商务住宅相关,博士路与广场环道交叉口西北60米,108.868702,34.168262,108.862202,34.162262
B0FFG05LOQ,西安陕鼓动力股份有限公司公寓,120303,商务住宅;住宅区;宿舍,丈八街道唐兴路8号附近,108.884414,34.232406,108.877914,34.226406
B001D09RNL,西安雅居乐花园,120302,商务住宅;住宅区;住宅小区,文苑北路99号,108.881877,34.163167,108.875377,34.157167
B0I3T7E57B,西安骊山医疗用品产业园,120100,商务住宅;产业园区;产业园区,枣园北路与枣园西路交叉口东160米,108.865670,34.278709,108.859170,34.272709
B0M62NTJUB,西安骊山汽车厂社区,120300,商务住宅;住宅区;住宅区,枣园北路与枣园西路交叉口东180米,108.865977,34.278670,108.859477,34.272670
B0L1Z7NI7A,西安高新万达广场-2号公寓,120000,商务住宅;商务住宅相关;商务住宅相关,高新路与科技七路交叉口西北180米,108.892575,34.208738,108.886075,34.202738
B0FFGVI4OL,西安高新创业研发园,120100,商务住宅;产业园区;产业园区,科技八路辅路与瞪羚二路交叉口东80米,108.860267,34.204402,108.853767,34.198402
B0FFGA1RI0,西安高新创业研发园C区,120000,商务住宅;商务住宅相关;商务住宅相关,锦业路69号,108.860259,34.197926,108.853759,34.191926
B0IKLDQQFC,西安高新区中电科太极西安产业园(建设中),120100,商务住宅;产业园区;产业园区,丝路软件城天谷八路与云水一路西北角,108.835422,34.208601,108.828922,34.202601
B0LA6MAAJF,西安高新区军民融合产业园,120100,商务住宅;产业园区;产业园区,毕原二路与上林苑一路交叉路口往东南约170米,108.833678,34.165212,108.827178,34.159212
B001D15LCB,西安高新区天行大楼,120201,商务住宅;楼宇;商务写字楼,丈八七路与绕城高速北辅道交叉口50米,108.841102,34.188054,108.834602,34.182054
B0FFM0T0Z0,西安高新区数字经济产业园,120100,商务住宅;产业园区;产业园区,普丰路,108.831016,34.188034,108.824516,34.182034
B0FFGCBMUP,西安高新区软件产业联合基地,120100,商务住宅;产业园区;产业园区,锦业一路50号(丈八四路地铁站C口步行400米),108.873644,34.190952,108.867144,34.184952
B0LD3RKPFH,西安高新技术产业开发区,120100,商务住宅;产业园区;产业园区,唐延路与科技路交叉口西南60米,108.889333,34.236736,108.882833,34.230736
B0FFM365WO,西安高新数字创意产业园,120100,商务住宅;产业园区;产业园区,科技六路与西三环辅路交叉口西南140米,108.842967,34.210807,108.836467,34.204807
B0L3ASTPAG,西安高新方圆基厦,120201,商务住宅;楼宇;商务写字楼,科技二路与丈八北路交叉口西160米,108.871325,34.226175,108.864825,34.220175
B0FFGCBNI7,西安高新漳浒寨雷家寨小区,120302,商务住宅;住宅区;住宅小区,漳浒寨雷家寨小区,108.838675,34.218740,108.832175,34.212740
B0FFGJ9ZNX,西寨开发小区,120302,商务住宅;住宅区;住宅小区,青年南街234号,108.942076,34.145855,108.935576,34.139855
B001D08XSB,西寨新区,120302,商务住宅;住宅区;住宅小区,青年南街234号,108.942111,34.144974,108.935611,34.138974
B0FFF654SP,西市东桃园社区,120302,商务住宅;住宅区;住宅小区,西市二路与二环南路西段辅路交叉口西北140米,108.903950,34.242916,108.897450,34.236916
B001D14W7X,西市佳园,120302,商务住宅;住宅区;住宅小区,西市北路20号(丰庆公园地铁站D口步行440米),108.904998,34.246621,108.898498,34.240621
B0FFFZRO09,西市佳郡,120302,商务住宅;住宅区;住宅小区,西市南路与西市二路交叉口西南100米,108.903837,34.244134,108.897337,34.238134
B0M65HJ4KA,西府甲字,120302,商务住宅;住宅区;住宅小区,,108.968975,34.135575,108.962475,34.129575
B0LAYR0IQM,西建新村,120302,商务住宅;住宅区;住宅小区,西工大路与丰庆路交叉口南80米,108.920293,34.249998,108.913793,34.243998
B001D14XG9,西开南区,120302,商务住宅;住宅区;住宅小区,汉城南路地铁站D口步行330米,108.873610,34.254286,108.867110,34.248286
B0KURUZONG,西开家属院,120302,商务住宅;住宅区;住宅小区,团结中路与团结一路交叉口西160米,108.885905,34.263935,108.879405,34.257935
B0FFFAEUJO,西控24街坊,120302,商务住宅;住宅区;住宅小区,团结三路2号,108.878551,34.263632,108.872051,34.257632
B001D07VTC,西控25街坊,120302,商务住宅;住宅区;住宅小区,汉城东路2号,108.880930,34.261305,108.874430,34.255305
B0FFFO3O5T,西控公司301大院,120302,商务住宅;住宅区;住宅小区,大庆路与金曹路交叉口北150米,108.868852,34.270736,108.862352,34.264736
B0L3NHD011,西昊SiH00西安DT51店3楼,120201,商务住宅;楼宇;商务写字楼,丈八东路301号(省体育馆地铁站C口步行100米),108.891200,34.202647,108.884700,34.196647
B0I2SCPURO,西晁村民安置项目二标段,120000,商务住宅;商务住宅相关;商务住宅相关,天谷一路,108.836341,34.234352,108.829841,34.228352
B0I2DMSJO3,西晁锦绣花园(建设中),120302,商务住宅;住宅区;住宅小区,双鱼路18号,108.834808,34.234996,108.828308,34.228996
B0K2GOIISK,西晁锦绣花园东区,120302,商务住宅;住宅区;住宅小区,天谷一路527号,108.836464,34.235144,108.829964,34.229144
B0L6AUYBNH,西晁锦绣花园西区,120302,商务住宅;住宅区;住宅小区,天谷一路913号,108.832760,34.234952,108.826260,34.228952
